Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
2001-01-01T00:00:00Z,1.0000000,5419,5791,1007.75
2001-01-01T01:00:00Z,1.0416667,5414,5779,1007.59
2001-01-01T02:00:00Z,1.0833333,5397,5764,1007.66
2001-01-01T03:00:00Z,1.1250000,5404,5770,1007.62
2001-01-01T04:00:00Z,1.1666667,5392,5762,1007.74
2001-01-01T05:00:00Z,1.2083333,5411,5783,1007.75
2001-01-01T06:00:00Z,1.2500000,5385,5766,1008.01
2001-01-01T07:00:00Z,1.2916667,5406,5786,1007.96
2001-01-01T08:00:00Z,1.3333333,5407,5799,1008.23
2001-01-01T09:00:00Z,1.3750000,5422,5824,1008.43
2001-01-01T10:00:00Z,1.4166667,5367,5783,1008.85
2001-01-01T11:00:00Z,1.4583333,5381,5807,1009.06
2001-01-01T12:00:00Z,1.5000000,5371,5796,1009.05
2001-01-01T13:00:00Z,1.5416667,5380,5806,1009.07
2001-01-01T14:00:00Z,1.5833333,5405,5809,1008.51
2001-01-01T15:00:00Z,1.6250000,5445,5864,1008.80
2001-01-01T16:00:00Z,1.6666667,5419,5844,1008.98
2001-01-01T17:00:00Z,1.7083333,5402,5825,1008.96
2001-01-01T18:00:00Z,1.7500000,5405,5828,1008.95
2001-01-01T19:00:00Z,1.7916667,5442,5825,1007.97
2001-01-01T20:00:00Z,1.8333333,5426,5813,1008.07
2001-01-01T21:00:00Z,1.8750000,5431,5814,1007.99
2001-01-01T22:00:00Z,1.9166667,5430,5803,1007.74
2001-01-01T23:00:00Z,1.9583333,5436,5794,1007.39
2001-01-02T00:00:00Z,2.0000000,5447,5796,1007.17
2001-01-02T01:00:00Z,2.0416667,5457,5791,1006.79
2001-01-02T02:00:00Z,2.0833333,5427,5749,1006.57
2001-01-02T03:00:00Z,2.1250000,5459,5769,1006.24
2001-01-02T04:00:00Z,2.1666667,5447,5754,1006.17
2001-01-02T05:00:00Z,2.2083333,5449,5754,1006.14
2001-01-02T06:00:00Z,2.2500000,5480,5786,1006.11
2001-01-02T07:00:00Z,2.2916667,5452,5773,1006.51
2001-01-02T08:00:00Z,2.3333333,5459,5791,1006.76
2001-01-02T09:00:00Z,2.3750000,5445,5792,1007.11
2001-01-02T10:00:00Z,2.4166667,5444,5801,1007.36
2001-01-02T11:00:00Z,2.4583333,5415,5780,1007.59
2001-01-02T12:00:00Z,2.5000000,5416,5802,1008.07
2001-01-02T13:00:00Z,2.5416667,5421,5816,1008.27
2001-01-02T14:00:00Z,2.5833333,5365,5768,1008.56
2001-01-02T15:00:00Z,2.6250000,5387,5805,1008.86
2001-01-02T16:00:00Z,2.6666667,5374,5793,1008.92
2001-01-02T17:00:00Z,2.7083333,5382,5800,1008.88
2001-01-02T18:00:00Z,2.7500000,5401,5827,1009.04
2001-01-02T19:00:00Z,2.7916667,5402,5832,1009.12
2001-01-02T20:00:00Z,2.8333333,5356,5795,1009.41
2001-01-02T21:00:00Z,2.8750000,5339,5780,1009.50
2001-01-02T22:00:00Z,2.9166667,5348,5796,1009.63
2001-01-02T23:00:00Z,2.9583333,5316,5768,1009.80
2001-01-03T00:00:00Z,3.0000000,5308,5760,1009.81
2001-01-03T01:00:00Z,3.0416667,5306,5762,1009.91
2001-01-03T02:00:00Z,3.0833333,5332,5791,1009.92
2001-01-03T03:00:00Z,3.1250000,5340,5791,1009.73
2001-01-03T04:00:00Z,3.1666667,5343,5789,1009.61
2001-01-03T05:00:00Z,3.2083333,5334,5775,1009.51
2001-01-03T06:00:00Z,3.2500000,5348,5791,1009.52
2001-01-03T07:00:00Z,3.2916667,5340,5799,1009.91
2001-01-03T08:00:00Z,3.3333333,5302,5770,1010.21
2001-01-03T09:00:00Z,3.3750000,5312,5783,1010.24
2001-01-03T10:00:00Z,3.4166667,5312,5782,1010.23
2001-01-03T11:00:00Z,3.4583333,5326,5789,1010.03
2001-01-03T12:00:00Z,3.5000000,5340,5793,1009.77
2001-01-03T13:00:00Z,3.5416667,5356,5802,1009.58
2001-01-03T14:00:00Z,3.5833333,5346,5782,1009.37
2001-01-03T15:00:00Z,3.6250000,5353,5791,1009.41
