Timestamp,FractionalDate,UncorrectedCountRate[cts/min],CorrectedCountRate[cts/min],Pressure[mbar]
2020-01-01T00:00:00Z,1.0000000,6793,6777,999.44
2020-01-01T01:00:00Z,1.0416667,6831,6804,999.22
2020-01-01T02:00:00Z,1.0833333,6837,6800,999.03
2020-01-01T03:00:00Z,1.1250000,6865,6811,998.70
2020-01-01T04:00:00Z,1.1666667,6871,6791,998.18
2020-01-01T05:00:00Z,1.2083333,6835,6735,997.76
2020-01-01T06:00:00Z,1.2500000,6887,6765,997.33
2020-01-01T07:00:00Z,1.2916667,6892,6744,996.83
2020-01-01T08:00:00Z,1.3333333,6932,6745,996.06
2020-01-01T09:00:00Z,1.3750000,6974,6740,995.15
2020-01-01T10:00:00Z,1.4166667,7011,6724,994.11
2020-01-01T11:00:00Z,1.4583333,7093,6743,992.92
2020-01-01T12:00:00Z,1.5000000,7128,6727,991.92
2020-01-01T13:00:00Z,1.5416667,7182,6742,991.21
2020-01-01T14:00:00Z,1.5833333,7239,6748,990.26
2020-01-01T15:00:00Z,1.6250000,7252,6732,989.70
2020-01-01T16:00:00Z,1.6666667,7307,6755,989.12
2020-01-01T17:00:00Z,1.7083333,7375,6779,988.36
2020-01-01T18:00:00Z,1.7500000,7360,6728,987.63
2020-01-01T19:00:00Z,1.7916667,7410,6745,987.04
2020-01-01T20:00:00Z,1.8333333,7385,6717,986.93
2020-01-01T21:00:00Z,1.8750000,7431,6733,986.43
2020-01-01T22:00:00Z,1.9166667,7414,6719,986.46
2020-01-01T23:00:00Z,1.9583333,7418,6729,986.57
2020-01-02T00:00:00Z,2.0000000,7413,6741,986.92
2020-01-02T01:00:00Z,2.0416667,7427,6747,986.78
2020-01-02T02:00:00Z,2.0833333,7440,6772,987.04
2020-01-02T03:00:00Z,2.1250000,7398,6751,987.37
2020-01-02T04:00:00Z,2.1666667,7352,6730,987.82
2020-01-02T05:00:00Z,2.2083333,7365,6762,988.21
2020-01-02T06:00:00Z,2.2500000,7318,6733,988.51
2020-01-02T07:00:00Z,2.2916667,7340,6769,988.81
2020-01-02T08:00:00Z,2.3333333,7311,6753,989.03
2020-01-02T09:00:00Z,2.3750000,7345,6774,988.82
2020-01-02T10:00:00Z,2.4166667,7398,6763,987.63
2020-01-02T11:00:00Z,2.4583333,7451,6744,986.29
2020-01-02T12:00:00Z,2.5000000,7508,6742,985.22
2020-01-02T13:00:00Z,2.5416667,7543,6741,984.57
2020-01-02T14:00:00Z,2.5833333,7600,6760,983.92
2020-01-02T15:00:00Z,2.6250000,7597,6755,983.89
2020-01-02T16:00:00Z,2.6666667,7601,6739,983.49
2020-01-02T17:00:00Z,2.7083333,7639,6749,983.01
2020-01-02T18:00:00Z,2.7500000,7659,6747,982.62
2020-01-02T19:00:00Z,2.7916667,7669,6730,982.10
2020-01-02T20:00:00Z,2.8333333,7698,6747,981.93
2020-01-02T21:00:00Z,2.8750000,7710,6747,981.71
2020-01-02T22:00:00Z,2.9166667,7711,6730,981.36
2020-01-02T23:00:00Z,2.9583333,7724,6711,980.75
2020-01-03T00:00:00Z,3.0000000,7808,6738,979.85
2020-01-03T01:00:00Z,3.0416667,7845,6738,979.21
2020-01-03T02:00:00Z,3.0833333,7910,6751,978.35
2020-01-03T03:00:00Z,3.1250000,7942,6736,977.50
2020-01-03T04:00:00Z,3.1666667,7970,6731,976.93
2020-01-03T05:00:00Z,3.2083333,8058,6777,976.37
2020-01-03T06:00:00Z,3.2500000,8097,6814,976.43
2020-01-03T07:00:00Z,3.2916667,8134,6800,975.54
2020-01-03T08:00:00Z,3.3333333,8169,6790,974.78
2020-01-03T09:00:00Z,3.3750000,8265,6820,973.79
2020-01-03T10:00:00Z,3.4166667,8270,6802,973.34
2020-01-03T11:00:00Z,3.4583333,8300,6796,972.74
2020-01-03T12:00:00Z,3.5000000,8344,6811,972.32
2020-01-03T13:00:00Z,3.5416667,8303,6774,972.25
2020-01-03T14:00:00Z,3.5833333,8303,6785,972.46
2020-01-03T15:00:00Z,3.6250000,8332,6827,972.83
2020-01-03T16:00:00Z,3.6666667,8332,6837,973.03
2020-01-03T17:00:00Z,3.7083333,8218,6772,973.59
2020-01-03T18:00:00Z,3.7500000,8252,6819,973.97
2020-01-03T19:00:00Z,3.7916667,8197,6774,973.98
2020-01-03T20:00:00Z,3.8333333,8204,6779,973.96
2020-01-03T21:00:00Z,3.8750000,8234,6789,973.67
2020-01-03T22:00:00Z,3.9166667,8285,6812,973.30
2020-01-03T23:00:00Z,3.9583333,8340,6810,972.37
2020-01-04T00:00:00Z,4.0000000,8388,6801,971.42
2020-01-04T01:00:00Z,4.0416667,8485,6827,970.39
2020-01-04T02:00:00Z,4.0833333,8571,6850,969.47
2020-01-04T03:00:00Z,4.1250000,8555,6813,968.98
2020-01-04T04:00:00Z,4.1666667,8604,6844,968.82
2020-01-04T05:00:00Z,4.2083333,8625,6849,968.61
2020-01-04T06:00:00Z,4.2500000,8596,6838,968.85
2020-01-04T07:00:00Z,4.2916667,8551,6852,969.83
2020-01-04T08:00:00Z,4.3333333,8446,6843,971.31
2020-01-04T09:00:00Z,4.3750000,8340,6830,972.76
2020-01-04T10:00:00Z,4.4166667,8233,6828,974.47
2020-01-04T11:00:00Z,4.4583333,8107,6822,976.45
2020-01-04T12:00:00Z,4.5000000,7993,6820,978.32
2020-01-04T13:00:00Z,4.5416667,7825,6773,980.25
2020-01-04T14:00:00Z,4.5833333,7721,6779,982.18
2020-01-04T15:00:00Z,4.6250000,7621,6777,983.89
2020-01-04T16:00:00Z,4.6666667,7528,6789,985.78
2020-01-04T17:00:00Z,4.7083333,7411,6783,987.80
2020-01-04T18:00:00Z,4.7500000,7264,6777,990.39
2020-01-04T19:00:00Z,4.7916667,7099,6772,993.39
2020-01-04T20:00:00Z,4.8333333,6976,6790,996.10
2020-01-04T21:00:00Z,4.8750000,6819,6763,998.66
2020-01-04T22:00:00Z,4.9166667,6710,6774,1001.02
2020-01-04T23:00:00Z,4.9583333,6595,6756,1003.01
2020-01-05T00:00:00Z,5.0000000,6535,6779,1004.71
2020-01-05T01:00:00Z,5.0416667,6422,6749,1006.45
2020-01-05T02:00:00Z,5.0833333,6398,6774,1007.47
2020-01-05T03:00:00Z,5.1250000,6354,6760,1008.14
2020-01-05T04:00:00Z,5.1666667,6313,6771,1009.22
2020-01-05T05:00:00Z,5.2083333,6304,6780,1009.59
2020-01-05T06:00:00Z,5.2500000,6299,6801,1010.11
2020-01-05T07:00:00Z,5.2916667,6234,6752,1010.54
2020-01-05T08:00:00Z,5.3333333,6246,6769,1010.62
2020-01-05T09:00:00Z,5.3750000,6224,6758,1010.87
2020-01-05T10:00:00Z,5.4166667,6260,6770,1010.34
2020-01-05T11:00:00Z,5.4583333,6233,6736,1010.25
2020-01-05T12:00:00Z,5.5000000,6256,6746,1009.94
2020-01-05T13:00:00Z,5.5416667,6294,6770,1009.60
2020-01-05T14:00:00Z,5.5833333,6317,6768,1009.07
2020-01-05T15:00:00Z,5.6250000,6336,6751,1008.32
2020-01-05T16:00:00Z,5.6666667,6345,6733,1007.77
2020-01-05T17:00:00Z,5.7083333,6417,6773,1007.04
2020-01-05T18:00:00Z,5.7500000,6378,6697,1006.36
2020-01-05T19:00:00Z,5.7916667,6413,6693,1005.54
2020-01-05T20:00:00Z,5.8333333,6472,6704,1004.51
2020-01-05T21:00:00Z,5.8750000,6518,6711,1003.70
2020-01-05T22:00:00Z,5.9166667,6541,6672,1002.42
2020-01-05T23:00:00Z,5.9583333,6605,6681,1001.30
2020-01-06T00:00:00Z,6.0000000,6654,6692,1000.53
2020-01-06T01:00:00Z,6.0416667,6642,6674,1000.40
2020-01-06T02:00:00Z,6.0833333,6684,6711,1000.29
2020-01-06T03:00:00Z,6.1250000,6699,6719,1000.16
2020-01-06T04:00:00Z,6.1666667,6718,6737,1000.14
2020-01-06T05:00:00Z,6.2083333,6683,6708,1000.27
2020-01-06T06:00:00Z,6.2500000,6698,6737,1000.54
2020-01-06T07:00:00Z,6.2916667,6676,6745,1001.15
2020-01-06T08:00:00Z,6.3333333,6619,6708,1001.56
2020-01-06T09:00:00Z,6.3750000,6672,6771,1001.75
2020-01-06T10:00:00Z,6.4166667,6652,6743,1001.58
2020-01-06T11:00:00Z,6.4583333,6623,6712,1001.57
2020-01-06T12:00:00Z,6.5000000,6643,6735,1001.60
2020-01-06T13:00:00Z,6.5416667,6617,6725,1001.92
2020-01-06T14:00:00Z,6.5833333,6563,6697,1002.49
2020-01-06T15:00:00Z,6.6250000,6563,6704,1002.63
2020-01-06T16:00:00Z,6.6666667,6529,6686,1002.95
2020-01-06T17:00:00Z,6.7083333,6527,6678,1002.84
2020-01-06T18:00:00Z,6.7500000,6517,6679,1003.07
2020-01-06T19:00:00Z,6.7916667,6511,6668,1002.96
2020-01-06T20:00:00Z,6.8333333,6558,6699,1002.63
2020-01-06T21:00:00Z,6.8750000,6555,6687,1002.45
2020-01-06T22:00:00Z,6.9166667,6555,6690,1002.51
2020-01-06T23:00:00Z,6.9583333,6586,6709,1002.27
2020-01-07T00:00:00Z,7.0000000,6546,6662,1002.13
2020-01-07T01:00:00Z,7.0416667,6578,6680,1001.82
2020-01-07T02:00:00Z,7.0833333,6599,6689,1001.60
2020-01-07T03:00:00Z,7.1250000,6593,6674,1001.41
2020-01-07T04:00:00Z,7.1666667,6643,6717,1001.25
2020-01-07T05:00:00Z,7.2083333,6643,6707,1001.05
2020-01-07T06:00:00Z,7.2500000,6659,6706,1000.70
2020-01-07T07:00:00Z,7.2916667,6736,6742,999.88
2020-01-07T08:00:00Z,7.3333333,6769,6771,999.81
2020-01-07T09:00:00Z,7.3750000,6778,6755,999.29
2020-01-07T10:00:00Z,7.4166667,6787,6724,998.49
2020-01-07T11:00:00Z,7.4583333,6795,6715,998.15
2020-01-07T12:00:00Z,7.5000000,6793,6725,998.40
2020-01-07T13:00:00Z,7.5416667,6775,6719,998.63
2020-01-07T14:00:00Z,7.5833333,6740,6700,998.94
2020-01-07T15:00:00Z,7.6250000,6763,6722,998.93
2020-01-07T16:00:00Z,7.6666667,6722,6684,998.98
2020-01-07T17:00:00Z,7.7083333,6744,6701,998.90
2020-01-07T18:00:00Z,7.7500000,6731,6669,998.50
2020-01-07T19:00:00Z,7.7916667,6757,6679,998.19
2020-01-07T20:00:00Z,7.8333333,6830,6715,997.44
2020-01-07T21:00:00Z,7.8750000,6861,6704,996.62
2020-01-07T22:00:00Z,7.9166667,6938,6712,995.28
2020-01-07T23:00:00Z,7.9583333,7018,6719,993.88
2020-01-08T00:00:00Z,8.0000000,7078,6688,992.11
2020-01-08T01:00:00Z,8.0416667,7152,6671,990.34
2020-01-08T02:00:00Z,8.0833333,7298,6709,988.39
2020-01-08T03:00:00Z,8.1250000,7403,6700,986.28
2020-01-08T04:00:00Z,8.1666667,7491,6695,984.58
2020-01-08T05:00:00Z,8.2083333,7568,6708,983.46
2020-01-08T06:00:00Z,8.2500000,7644,6722,982.39
2020-01-08T07:00:00Z,8.2916667,7676,6705,981.48
2020-01-08T08:00:00Z,8.3333333,7754,6735,980.72
2020-01-08T09:00:00Z,8.3750000,7851,6778,979.91
2020-01-08T10:00:00Z,8.4166667,7888,6776,979.22
2020-01-08T11:00:00Z,8.4583333,7913,6786,979.00
2020-01-08T12:00:00Z,8.5000000,7917,6788,978.96
2020-01-08T13:00:00Z,8.5416667,7868,6755,979.13
2020-01-08T14:00:00Z,8.5833333,7848,6761,979.61
2020-01-08T15:00:00Z,8.6250000,7782,6726,980.06
2020-01-08T16:00:00Z,8.6666667,7793,6742,980.18
2020-01-08T17:00:00Z,8.7083333,7754,6747,980.96
2020-01-08T18:00:00Z,8.7500000,7693,6728,981.64
2020-01-08T19:00:00Z,8.7916667,7674,6740,982.22
2020-01-08T20:00:00Z,8.8333333,7652,6744,982.68
2020-01-08T21:00:00Z,8.8750000,7620,6728,982.93
2020-01-08T22:00:00Z,8.9166667,7618,6722,982.83
2020-01-08T23:00:00Z,8.9583333,7662,6757,982.77
2020-01-09T00:00:00Z,9.0000000,7650,6746,982.76
2020-01-09T01:00:00Z,9.0416667,7653,6748,982.76
2020-01-09T02:00:00Z,9.0833333,7647,6751,982.91
2020-01-09T03:00:00Z,9.1250000,7640,6750,983.03
2020-01-09T04:00:00Z,9.1666667,7665,6775,983.09
2020-01-09T05:00:00Z,9.2083333,7621,6757,983.50
2020-01-09T06:00:00Z,9.2500000,7637,6779,983.66
2020-01-09T07:00:00Z,9.2916667,7593,6778,984.42
2020-01-09T08:00:00Z,9.3333333,7572,6788,984.98
2020-01-09T09:00:00Z,9.3750000,7520,6783,985.82
2020-01-09T10:00:00Z,9.4166667,7490,6784,986.38
2020-01-09T11:00:00Z,9.4583333,7410,6766,987.47
2020-01-09T12:00:00Z,9.5000000,7346,6767,988.66
2020-01-09T13:00:00Z,9.5416667,7254,6735,989.71
2020-01-09T14:00:00Z,9.5833333,7219,6760,990.88
2020-01-09T15:00:00Z,9.6250000,7134,6749,992.25
2020-01-09T16:00:00Z,9.6666667,7064,6722,993.05
2020-01-09T17:00:00Z,9.7083333,7013,6719,993.95
2020-01-09T18:00:00Z,9.7500000,6963,6704,994.63
2020-01-09T19:00:00Z,9.7916667,6918,6712,995.66
2020-01-09T20:00:00Z,9.8333333,6901,6749,996.74
2020-01-09T21:00:00Z,9.8750000,6830,6715,997.46
2020-01-09T22:00:00Z,9.9166667,6815,6720,997.84
2020-01-09T23:00:00Z,9.9583333,6774,6703,998.34
2020-01-10T00:00:00Z,10.0000000,6780,6721,998.57
2020-01-10T01:00:00Z,10.0416667,6767,6720,998.83
2020-01-10T02:00:00Z,10.0833333,6774,6742,999.11
2020-01-10T03:00:00Z,10.1250000,6728,6720,999.59
2020-01-10T04:00:00Z,10.1666667,6736,6748,999.99
2020-01-10T05:00:00Z,10.2083333,6711,6747,1000.47
2020-01-10T06:00:00Z,10.2500000,6684,6735,1000.78
2020-01-10T07:00:00Z,10.2916667,6672,6754,1001.40
2020-01-10T08:00:00Z,10.3333333,6688,6787,1001.73
2020-01-10T09:00:00Z,10.3750000,6661,6770,1001.95
2020-01-10T10:00:00Z,10.4166667,6664,6787,1002.22
2020-01-10T11:00:00Z,10.4583333,6634,6767,1002.44
2020-01-10T12:00:00Z,10.5000000,6593,6736,1002.65
2020-01-10T13:00:00Z,10.5416667,6581,6738,1002.92
2020-01-10T14:00:00Z,10.5833333,6546,6722,1003.33
2020-01-10T15:00:00Z,10.6250000,6560,6748,1003.58
2020-01-10T16:00:00Z,10.6666667,6534,6740,1003.96
2020-01-10T17:00:00Z,10.7083333,6539,6754,1004.12
2020-01-10T18:00:00Z,10.7500000,6511,6741,1004.44
2020-01-10T19:00:00Z,10.7916667,6474,6708,1004.54
2020-01-10T20:00:00Z,10.8333333,6507,6748,1004.67
2020-01-10T21:00:00Z,10.8750000,6457,6723,1005.20
2020-01-10T22:00:00Z,10.9166667,6453,6750,1005.84
2020-01-10T23:00:00Z,10.9583333,6435,6755,1006.30
2020-01-11T00:00:00Z,11.0000000,6360,6689,1006.56
2020-01-11T01:00:00Z,11.0416667,6370,6706,1006.71
2020-01-11T02:00:00Z,11.0833333,6355,6703,1006.96
2020-01-11T03:00:00Z,11.1250000,6347,6695,1006.97
2020-01-11T04:00:00Z,11.1666667,6373,6714,1006.81
2020-01-11T05:00:00Z,11.2083333,6419,6756,1006.66
2020-01-11T06:00:00Z,11.2500000,6416,6721,1006.04
2020-01-11T07:00:00Z,11.2916667,6476,6777,1005.89
2020-01-11T08:00:00Z,11.3333333,6495,6754,1005.04
2020-01-11T09:00:00Z,11.3750000,6535,6738,1003.89
2020-01-11T10:00:00Z,11.4166667,6627,6736,1001.96
2020-01-11T11:00:00Z,11.4583333,6660,6734,1001.24
2020-01-11T12:00:00Z,11.5000000,6793,6762,999.15
2020-01-11T13:00:00Z,11.5416667,6916,6748,996.44
2020-01-11T14:00:00Z,11.5833333,7007,6721,994.14
2020-01-11T15:00:00Z,11.6250000,7149,6766,992.32
2020-01-11T16:00:00Z,11.6666667,7217,6739,990.49
2020-01-11T17:00:00Z,11.7083333,7310,6752,989.03
2020-01-11T18:00:00Z,11.7500000,7352,6741,988.02
2020-01-11T19:00:00Z,11.7916667,7430,6742,986.63
2020-01-11T20:00:00Z,11.8333333,7472,6734,985.69
